,activity_day,workout_type,distance,time,calories,total_steps,avg_speed,avg_cadence,max_cadence,avg_pace,max_pace,min_pace,avg_heart_rate,max_heart_rate,min_heart_rate,vo2_max(%),aerobic(%),anaerobic(%),intensive(%),light(%)
398,2022-01-18,Treadmill,1.5,41,152,4550.0,24.39,43.72,214.82,07:59,27:58,07:58,108.0,105.0,111,23,26,7,15,56
399,2022-01-18,Open Water,9.55,100,195,,10.3,191.54,332.59,nan,nan,nan,124.5,166.0,83,16,0,5,53,94
400,2022-01-18,Trail Run,1.33,33,156,2790.0,10.8,18.85,88.26,06:48,25:50,06:20,135.5,188.0,83,34,0,80,66,94
401,2022-01-18,Outdoor Cycling,5.95,36,280,,18.75,115.89,269.23,nan,nan,nan,134.5,177.0,92,33,45,15,36,9
402,2022-01-18,Indoor Cycling,7.44,106,328,,17.36,53.54,337.34,nan,nan,nan,95.5,90.0,101,22,32,0,33,59
403,2022-01-18,Outdoor Cycling,6.7,46,67,,6.26,27.9,173.29,nan,nan,nan,143.0,177.0,109,20,45,15,60,7
404,2022-01-18,Cricket,2.2,29,501,3444.0,20.8,22.19,178.6,07:015,22:02,07:02,98.5,92.0,105,36,40,10,18,69
405,2022-01-18,Indoor Cycling,2.0,77,199,,31.23,117.62,235.1,nan,nan,nan,95.0,90.0,100,31,32,0,10,25
406,2022-01-18,Trekking,5.25,26,287,5028.0,13.8,64.43,61.55,07:55,24:45,07:45,114.0,124.0,104,26,50,0,5,13
407,2022-01-18,Trekking,1.2,92,399,5028.0,2.41,101.9,264.3,07:55,24:45,07:45,115.0,124.0,106,35,50,0,23,45
408,2022-01-18,Indoor Cycling,5.58,35,332,,9.11,81.29,83.29,nan,nan,nan,98.0,90.0,106,31,32,0,6,45
409,2022-01-18,Walking,2.21,41,398,1571.0,33.76,41.24,221.16,07:58,28:58,07:58,84.0,85.0,83,40,22,0,46,15
410,2022-01-18,Outdoor Running,3.5,33,83,7618.0,31.66,150.74,285.44,06:44,27:44,06:15,137.5,190.0,85,10,0,71,40,2
411,2022-01-18,Treadmill,9.6,65,253,4550.0,26.13,178.3,153.8,07:59,27:58,07:58,95.0,105.0,85,34,26,7,40,29
412,2022-01-19,Pool Swimming,8.65,87,391,,10.22,29.6,228.1,nan,nan,nan,138.0,175.0,101,13,20,15,54,16
413,2022-01-19,Trekking,4.69,117,217,5028.0,19.7,156.21,208.48,07:55,24:45,07:45,109.0,124.0,94,0,50,0,34,41
414,2022-01-19,Trekking,3.97,77,164,5028.0,1.25,186.28,94.59,07:55,24:45,07:45,108.5,124.0,93,7,50,0,8,50
415,2022-01-19,Outdoor Running,4.29,47,432,7618.0,15.37,178.39,270.68,06:44,27:44,06:15,141.5,190.0,93,17,0,71,30,84
416,2022-01-19,Cricket,2.54,71,535,3444.0,12.1,144.14,139.87,07:015,22:02,07:02,101.0,92.0,110,28,40,10,26,85
417,2022-01-19,Open Water,5.2,87,41,,31.4,94.99,186.86,nan,nan,nan,128.5,166.0,91,25,0,5,11,57
418,2022-01-19,Trekking,2.84,70,61,5028.0,25.99,15.87,141.97,07:55,24:45,07:45,115.5,124.0,107,41,50,0,43,43
419,2022-01-19,Pool Swimming,2.59,116,154,,2.13,184.0,161.8,nan,nan,nan,129.0,175.0,83,24,20,15,52,78
420,2022-01-19,Pool Swimming,8.6,57,501,,18.2,86.45,294.36,nan,nan,nan,141.5,175.0,108,22,20,15,60,94
421,2022-01-19,Outdoor Running,1.68,111,426,7618.0,31.15,98.23,200.48,06:44,27:44,06:15,147.5,190.0,105,24,0,71,7,25
422,2022-01-19,Outdoor Cycling,7.12,99,14,,5.16,191.99,174.32,nan,nan,nan,135.5,177.0,94,30,45,15,55,53
423,2022-01-19,Trail Run,1.4,82,268,2790.0,19.74,185.65,237.62,06:48,25:50,06:20,134.5,188.0,81,31,0,80,45,86
424,2022-01-19,Trekking,4.42,114,190,5028.0,16.76,182.64,145.79,07:55,24:45,07:45,105.0,124.0,86,30,50,0,35,43
425,2022-01-19,Outdoor Cycling,6.15,25,294,,6.52,75.99,256.73,nan,nan,nan,143.0,177.0,109,17,45,15,45,97
426,2022-01-19,Outdoor Running,1.65,43,207,7618.0,14.81,108.2,212.88,06:44,27:44,06:15,148.0,190.0,106,24,0,71,9,66
427,2022-01-19,Trekking,7.63,104,59,5028.0,19.89,147.89,162.59,07:55,24:45,07:45,116.0,124.0,108,8,50,0,64,45
428,2022-01-19,Outdoor Running,3.17,85,268,7618.0,23.26,48.3,285.11,06:44,27:44,06:15,147.5,190.0,105,29,0,71,64,100
429,2022-01-19,Trekking,1.65,113,286,5028.0,37.5,117.5,186.39,07:55,24:45,07:45,104.5,124.0,85,19,50,0,64,47
430,2022-01-19,Open Water,1.77,94,334,,35.21,132.6,55.66,nan,nan,nan,135.5,166.0,105,22,0,5,12,4
431,2022-01-19,Trail Run,9.63,66,33,2790.0,4.5,21.72,116.28,06:48,25:50,06:20,136.5,188.0,85,37,0,80,9,97
432,2022-01-19,Outdoor Running,3.68,29,434,7618.0,38.59,116.15,235.24,06:44,27:44,06:15,149.0,190.0,108,0,0,71,8,69
433,2022-01-19,Treadmill,6.99,69,434,4550.0,14.67,145.5,188.78,07:59,27:58,07:58,93.5,105.0,82,7,26,7,44,40
434,2022-01-19,Cricket,3.37,60,151,3444.0,7.16,30.22,84.11,07:015,22:02,07:02,101.0,92.0,110,10,40,10,43,87
435,2022-01-19,Trail Run,2.89,31,107,2790.0,29.91,148.72,168.23,06:48,25:50,06:20,145.0,188.0,102,5,0,80,60,15
436,2022-01-19,Freestyle,3.14,44,380,,18.24,155.54,290.83,nan,nan,nan,109.5,122.0,97,0,28,2,40,40
437,2022-01-19,Pool Swimming,3.15,27,27,,13.32,179.22,243.58,nan,nan,nan,140.0,175.0,105,43,20,15,29,28
438,2022-01-20,Outdoor Running,5.99,108,292,7618.0,33.1,172.4,81.0,06:44,27:44,06:15,150.0,190.0,110,1,0,71,39,49
439,2022-01-20,Cricket,9.1,99,267,3444.0,17.83,146.0,191.17,07:015,22:02,07:02,90.0,92.0,88,32,40,10,43,33
440,2022-01-20,Trail Run,8.9,28,57,2790.0,1.64,59.24,261.76,06:48,25:50,06:20,141.5,188.0,95,39,0,80,54,58
441,2022-01-20,Outdoor Cycling,1.52,61,218,,12.4,95.35,246.26,nan,nan,nan,140.5,177.0,104,38,45,15,5,16
442,2022-01-20,Indoor Cycling,7.21,97,165,,23.58,105.8,232.4,nan,nan,nan,95.0,90.0,100,7,32,0,19,81
443,2022-01-20,Trail Run,8.63,99,379,2790.0,37.19,176.37,111.98,06:48,25:50,06:20,140.0,188.0,92,7,0,80,43,94
444,2022-01-20,Treadmill,2.95,58,114,4550.0,14.75,107.1,174.73,07:59,27:58,07:58,107.0,105.0,109,1,26,7,43,28
445,2022-01-20,Walking,7.47,97,330,1571.0,14.11,104.43,133.73,07:58,28:58,07:58,88.5,85.0,92,22,22,0,25,44
446,2022-01-20,Cricket,5.2,28,169,3444.0,24.25,70.9,244.23,07:015,22:02,07:02,97.5,92.0,103,5,40,10,30,2
447,2022-01-20,Cricket,1.58,45,379,3444.0,28.46,91.54,117.13,07:015,22:02,07:02,91.0,92.0,90,25,40,10,11,48
448,2022-01-20,Treadmill,9.7,61,197,4550.0,14.87,175.16,313.7,07:59,27:58,07:58,100.0,105.0,95,34,26,7,66,36
449,2022-01-20,Outdoor Running,7.33,118,412,7618.0,11.28,38.62,263.26,06:44,27:44,06:15,135.5,190.0,81,26,0,71,24,87
450,2022-01-20,Outdoor Cycling,5.69,106,259,,8.83,71.44,324.67,nan,nan,nan,133.0,177.0,89,14,45,15,40,4
451,2022-01-20,Pool Swimming,1.38,53,270,,33.8,141.34,55.95,nan,nan,nan,136.5,175.0,98,25,20,15,21,37
452,2022-01-20,Trail Run,1.91,119,17,2790.0,17.23,159.89,96.26,06:48,25:50,06:20,139.0,188.0,90,43,0,80,17,72
453,2022-01-20,Trail Run,3.41,49,306,2790.0,7.52,115.75,329.2,06:48,25:50,06:20,148.5,188.0,109,28,0,80,64,26
454,2022-01-20,Outdoor Cycling,4.8,52,486,,31.43,13.37,346.4,nan,nan,nan,130.5,177.0,84,1,45,15,40,53
455,2022-01-20,Trekking,1.78,68,420,5028.0,38.9,190.64,320.29,07:55,24:45,07:45,116.0,124.0,108,12,50,0,8,52
456,2022-01-20,Trail Run,1.2,99,354,2790.0,1.79,185.2,146.64,06:48,25:50,06:20,145.0,188.0,102,45,0,80,36,98
457,2022-01-20,Indoor Cycling,8.59,30,397,,19.97,145.78,270.49,nan,nan,nan,97.5,90.0,105,10,32,0,22,83
458,2022-01-20,Trekking,4.1,59,328,5028.0,17.34,79.33,325.3,07:55,24:45,07:45,108.0,124.0,92,22,50,0,18,23
459,2022-01-20,Freestyle,5.39,63,20,,20.3,49.21,158.6,nan,nan,nan,102.5,122.0,83,27,28,2,45,9
460,2022-01-20,Trekking,6.44,39,19,5028.0,1.73,162.19,131.16,07:55,24:45,07:45,106.5,124.0,89,19,50,0,56,59
461,2022-01-20,Open Water,9.4,99,396,,11.7,89.22,58.83,nan,nan,nan,138.0,166.0,110,21,0,5,64,57
462,2022-01-20,Pool Swimming,9.57,80,242,,5.19,127.36,219.71,nan,nan,nan,137.0,175.0,99,27,20,15,48,40
463,2022-01-20,Outdoor Cycling,7.9,103,317,,36.42,167.15,295.3,nan,nan,nan,132.0,177.0,87,17,45,15,41,92
464,2022-01-20,Outdoor Cycling,6.71,49,431,,7.76,53.65,125.53,nan,nan,nan,140.5,177.0,104,31,45,15,29,11
465,2022-01-20,Pool Swimming,9.52,77,409,,27.54,182.42,317.5,nan,nan,nan,130.0,175.0,85,2,20,15,43,44
466,2022-01-20,Treadmill,8.46,33,35,4550.0,12.46,161.65,277.18,07:59,27:58,07:58,92.5,105.0,80,38,26,7,13,18
467,2022-01-21,Trekking,1.17,45,63,5028.0,17.13,34.68,151.26,07:55,24:45,07:45,107.0,124.0,90,31,50,0,15,21
468,2022-01-21,Freestyle,6.12,53,139,,1.71,136.44,128.4,nan,nan,nan,107.0,122.0,92,33,28,2,17,32
469,2022-01-21,Cricket,5.7,90,369,3444.0,26.11,113.51,131.57,07:015,22:02,07:02,99.0,92.0,106,6,40,10,14,98
470,2022-01-21,Walking,3.87,101,491,1571.0,23.95,109.55,92.11,07:58,28:58,07:58,92.0,85.0,99,36,22,0,36,31
471,2022-01-21,Pool Swimming,3.28,85,378,,17.22,72.85,140.11,nan,nan,nan,130.5,175.0,86,38,20,15,50,90
472,2022-01-21,Trekking,8.26,38,433,5028.0,32.64,164.5,54.5,07:55,24:45,07:45,113.0,124.0,102,6,50,0,60,27
473,2022-01-21,Outdoor Cycling,6.57,23,430,,3.83,78.57,236.33,nan,nan,nan,143.5,177.0,110,32,45,15,51,25
474,2022-01-21,Walking,4.47,31,467,1571.0,10.21,188.62,226.7,07:58,28:58,07:58,82.5,85.0,80,0,22,0,32,6
475,2022-01-21,Outdoor Cycling,8.9,82,238,,28.0,92.15,208.39,nan,nan,nan,133.5,177.0,90,25,45,15,61,47
476,2022-01-21,Trekking,2.55,28,501,5028.0,33.26,38.29,85.51,07:55,24:45,07:45,113.0,124.0,102,30,50,0,46,64
477,2022-01-21,Outdoor Cycling,2.4,93,53,,17.44,94.88,215.18,nan,nan,nan,143.5,177.0,110,31,45,15,23,42
478,2022-01-21,Pool Swimming,1.38,61,502,,21.25,98.68,251.91,nan,nan,nan,135.5,175.0,96,13,20,15,36,28
479,2022-01-21,Outdoor Running,5.13,120,175,7618.0,38.66,125.2,128.19,06:44,27:44,06:15,146.5,190.0,103,6,0,71,61,74
480,2022-01-21,Trail Run,5.1,75,135,2790.0,9.63,82.94,283.12,06:48,25:50,06:20,146.0,188.0,104,1,0,80,56,11
481,2022-01-21,Freestyle,9.7,92,11,,7.33,58.49,347.81,nan,nan,nan,105.5,122.0,89,35,28,2,35,52
482,2022-01-21,Walking,5.9,74,320,1571.0,6.59,44.54,185.45,07:58,28:58,07:58,85.5,85.0,86,24,22,0,9,26
483,2022-01-21,Open Water,4.66,24,426,,35.47,52.4,274.42,nan,nan,nan,127.5,166.0,89,31,0,5,58,29
484,2022-01-21,Indoor Cycling,8.13,100,306,,14.0,75.8,133.41,nan,nan,nan,96.0,90.0,102,43,32,0,21,11
485,2022-01-21,Trekking,4.23,84,210,5028.0,3.23,93.73,135.2,07:55,24:45,07:45,105.5,124.0,87,20,50,0,27,55
486,2022-01-22,Trekking,6.41,74,391,5028.0,17.41,77.63,217.53,07:55,24:45,07:45,116.5,124.0,109,30,50,0,52,77
487,2022-01-22,Indoor Cycling,2.91,27,258,,32.6,85.45,203.94,nan,nan,nan,95.5,90.0,101,33,32,0,43,71
488,2022-01-22,Open Water,8.44,36,176,,16.94,196.24,285.34,nan,nan,nan,138.5,166.0,111,42,0,5,29,19
489,2022-01-22,Treadmill,8.16,38,256,4550.0,31.6,14.81,329.48,07:59,27:58,07:58,96.0,105.0,87,32,26,7,16,14
490,2022-01-22,Cricket,4.25,90,136,3444.0,13.68,46.89,66.15,07:015,22:02,07:02,94.5,92.0,97,14,40,10,57,24
491,2022-01-22,Walking,8.66,45,188,1571.0,15.93,172.48,301.45,07:58,28:58,07:58,83.5,85.0,82,29,22,0,34,27
492,2022-01-22,Treadmill,2.53,63,380,4550.0,19.7,133.71,89.48,07:59,27:58,07:58,99.5,105.0,94,38,26,7,61,43
493,2022-01-22,Trail Run,2.4,115,205,2790.0,14.7,74.12,310.48,06:48,25:50,06:20,147.5,188.0,107,19,0,80,66,26
494,2022-01-22,Treadmill,3.77,49,247,4550.0,11.75,134.56,120.89,07:59,27:58,07:58,95.5,105.0,86,39,26,7,33,17
495,2022-01-22,Trekking,6.11,30,11,5028.0,4.76,45.1,171.1,07:55,24:45,07:45,106.0,124.0,88,6,50,0,53,89
496,2022-01-22,Walking,9.92,94,10,1571.0,12.24,149.98,91.4,07:58,28:58,07:58,96.5,85.0,108,42,22,0,66,56
497,2022-01-22,Outdoor Running,5.1,42,479,7618.0,20.3,86.11,177.75,06:44,27:44,06:15,137.5,190.0,85,23,0,71,60,27
498,2022-01-22,Outdoor Running,7.84,32,84,7618.0,34.5,157.45,315.48,06:44,27:44,06:15,148.0,190.0,106,18,0,71,29,73
499,2022-01-22,Pool Swimming,9.68,111,352,,6.48,117.76,110.58,nan,nan,nan,142.0,175.0,109,11,20,15,34,8
500,2022-01-22,Outdoor Running,7.38,26,422,7618.0,8.43,151.57,130.7,06:44,27:44,06:15,141.0,190.0,92,35,0,71,11,86
501,2022-01-22,Outdoor Running,2.96,108,388,7618.0,5.19,167.31,348.8,06:44,27:44,06:15,144.0,190.0,98,2,0,71,37,48
502,2022-01-22,Walking,9.47,113,190,1571.0,13.9,135.59,109.93,07:58,28:58,07:58,95.0,85.0,105,8,22,0,17,47
503,2022-01-22,Walking,7.0,77,309,1571.0,25.27,49.62,321.5,07:58,28:58,07:58,91.0,85.0,97,25,22,0,10,58
504,2022-01-22,Indoor Cycling,4.41,76,194,,32.69,118.38,197.53,nan,nan,nan,91.0,90.0,92,27,32,0,60,52
505,2022-01-22,Freestyle,4.25,106,311,,16.2,129.86,341.22,nan,nan,nan,111.5,122.0,101,29,28,2,67,26
506,2022-01-22,Pool Swimming,1.56,95,26,,15.35,17.48,219.11,nan,nan,nan,141.0,175.0,107,11,20,15,36,86
507,2022-01-22,Treadmill,4.36,55,256,4550.0,37.8,157.7,192.4,07:59,27:58,07:58,98.0,105.0,91,43,26,7,8,55
508,2022-01-22,Trekking,7.75,118,106,5028.0,9.9,92.51,122.56,07:55,24:45,07:45,106.0,124.0,88,44,50,0,11,90
509,2022-01-22,Freestyle,3.28,57,399,,10.46,140.52,177.59,nan,nan,nan,110.5,122.0,99,32,28,2,30,95
510,2022-01-22,Walking,2.85,39,200,1571.0,21.0,116.97,234.55,07:58,28:58,07:58,83.0,85.0,81,11,22,0,5,75
511,2022-01-22,Trekking,9.11,93,490,5028.0,6.9,159.67,290.52,07:55,24:45,07:45,112.5,124.0,101,5,50,0,25,97
512,2022-01-22,Cricket,1.16,97,210,3444.0,38.63,51.48,148.32,07:015,22:02,07:02,98.0,92.0,104,20,40,10,56,45
513,2022-01-22,Freestyle,1.98,92,151,,10.3,69.24,187.75,nan,nan,nan,106.5,122.0,91,18,28,2,36,86
514,2022-01-22,Outdoor Running,3.46,111,209,7618.0,9.63,16.2,274.98,06:44,27:44,06:15,142.0,190.0,94,23,0,71,25,90
515,2022-01-22,Open Water,7.1,41,390,,19.21,114.59,308.24,nan,nan,nan,128.0,166.0,90,3,0,5,61,99
516,2022-01-22,Open Water,3.6,25,27,,12.79,29.4,226.0,nan,nan,nan,138.5,166.0,111,14,0,5,49,59
517,2022-01-22,Indoor Cycling,4.17,71,465,,19.47,167.82,64.35,nan,nan,nan,100.0,90.0,110,8,32,0,47,86
518,2022-01-23,Outdoor Running,2.45,42,110,7618.0,9.3,159.51,254.44,06:44,27:44,06:15,150.0,190.0,110,35,0,71,18,41
519,2022-01-23,Cricket,1.24,50,323,3444.0,1.14,178.14,222.28,07:015,22:02,07:02,90.5,92.0,89,38,40,10,31,77
520,2022-01-23,Freestyle,6.3,64,439,,22.7,186.43,270.13,nan,nan,nan,111.0,122.0,100,43,28,2,23,19
521,2022-01-23,Trail Run,5.99,101,327,2790.0,19.13,14.81,311.11,06:48,25:50,06:20,134.5,188.0,81,25,0,80,45,33
522,2022-01-23,Open Water,4.85,96,207,,33.63,25.74,324.72,nan,nan,nan,126.5,166.0,87,33,0,5,39,26
523,2022-01-23,Trekking,5.88,62,281,5028.0,5.98,99.94,86.71,07:55,24:45,07:45,104.0,124.0,84,13,50,0,16,15
524,2022-01-23,Walking,7.3,29,498,1571.0,17.77,155.0,95.97,07:58,28:58,07:58,96.5,85.0,108,33,22,0,29,37
525,2022-01-23,Cricket,9.61,37,108,3444.0,11.23,198.57,73.4,07:015,22:02,07:02,90.0,92.0,88,35,40,10,46,92
526,2022-01-23,Freestyle,2.78,108,326,,22.18,35.1,337.15,nan,nan,nan,115.0,122.0,108,26,28,2,22,23
527,2022-01-23,Trail Run,3.6,70,436,2790.0,6.6,64.3,199.48,06:48,25:50,06:20,145.0,188.0,102,14,0,80,32,22
528,2022-01-23,Pool Swimming,9.47,70,218,,38.27,67.78,225.67,nan,nan,nan,127.5,175.0,80,27,20,15,11,63
529,2022-01-23,Open Water,3.76,55,410,,38.71,133.74,340.6,nan,nan,nan,136.5,166.0,107,26,0,5,10,30
530,2022-01-23,Outdoor Running,8.93,119,375,7618.0,11.57,152.69,211.0,06:44,27:44,06:15,144.0,190.0,98,9,0,71,19,53
531,2022-01-23,Trekking,2.78,103,393,5028.0,36.84,112.4,170.68,07:55,24:45,07:45,109.0,124.0,94,30,50,0,24,88
532,2022-01-23,Freestyle,5.29,47,70,,6.1,72.99,165.4,nan,nan,nan,115.5,122.0,109,38,28,2,8,67
533,2022-01-23,Pool Swimming,4.21,114,189,,17.12,127.73,304.17,nan,nan,nan,129.5,175.0,84,20,20,15,53,15
534,2022-01-23,Treadmill,4.18,39,18,4550.0,21.86,182.17,320.77,07:59,27:58,07:58,98.5,105.0,92,0,26,7,36,80
535,2022-01-23,Outdoor Running,5.79,103,314,7618.0,15.95,38.0,159.69,06:44,27:44,06:15,140.5,190.0,91,4,0,71,31,2
536,2022-01-23,Treadmill,9.22,100,217,4550.0,11.35,182.81,328.9,07:59,27:58,07:58,97.0,105.0,89,16,26,7,12,68
537,2022-01-23,Outdoor Cycling,8.75,99,454,,23.3,29.38,184.73,nan,nan,nan,131.0,177.0,85,32,45,15,10,9
538,2022-01-23,Freestyle,2.92,91,37,,15.2,194.72,54.22,nan,nan,nan,101.0,122.0,80,42,28,2,59,77
539,2022-01-23,Trekking,4.11,29,207,5028.0,16.69,196.96,137.68,07:55,24:45,07:45,112.5,124.0,101,5,50,0,42,15
540,2022-01-23,Cricket,9.13,71,160,3444.0,1.7,57.36,216.31,07:015,22:02,07:02,92.5,92.0,93,10,40,10,48,40
541,2022-01-24,Trail Run,6.55,72,261,2790.0,7.87,125.85,304.64,06:48,25:50,06:20,147.0,188.0,106,29,0,80,61,93
542,2022-01-24,Walking,2.61,69,425,1571.0,12.2,63.74,144.83,07:58,28:58,07:58,93.5,85.0,102,37,22,0,11,47
543,2022-01-24,Treadmill,7.5,76,62,4550.0,14.35,47.13,191.57,07:59,27:58,07:58,99.5,105.0,94,36,26,7,9,4
544,2022-01-24,Trekking,2.7,85,45,5028.0,9.28,90.25,78.1,07:55,24:45,07:45,106.5,124.0,89,5,50,0,40,18
545,2022-01-24,Trail Run,3.15,36,57,2790.0,31.35,25.91,175.65,06:48,25:50,06:20,138.0,188.0,88,40,0,80,9,24
546,2022-01-24,Open Water,5.1,38,312,,25.46,51.53,244.59,nan,nan,nan,137.5,166.0,109,20,0,5,25,14
547,2022-01-24,Cricket,5.42,118,170,3444.0,33.19,182.77,75.39,07:015,22:02,07:02,88.5,92.0,85,32,40,10,20,79
548,2022-01-24,Outdoor Running,5.12,91,355,7618.0,7.16,66.2,286.88,06:44,27:44,06:15,144.5,190.0,99,22,0,71,56,21
549,2022-01-24,Pool Swimming,2.34,25,430,,19.8,183.4,262.12,nan,nan,nan,143.0,175.0,111,27,20,15,9,42
550,2022-01-24,Outdoor Running,2.74,111,528,7618.0,37.1,106.8,216.42,06:44,27:44,06:15,149.0,190.0,108,15,0,71,48,20
551,2022-01-24,Open Water,4.36,119,291,,12.37,12.62,212.91,nan,nan,nan,136.5,166.0,107,25,0,5,23,100
552,2022-01-24,Freestyle,8.59,113,45,,23.51,118.56,80.35,nan,nan,nan,109.5,122.0,97,30,28,2,38,48
553,2022-01-24,Pool Swimming,7.61,59,138,,29.22,182.67,55.7,nan,nan,nan,129.5,175.0,84,41,20,15,31,75
554,2022-01-24,Walking,1.14,104,526,1571.0,10.89,95.48,222.95,07:58,28:58,07:58,84.5,85.0,84,16,22,0,34,99
555,2022-01-24,Freestyle,6.74,82,495,,4.33,97.17,208.33,nan,nan,nan,105.5,122.0,89,33,28,2,42,42
556,2022-01-24,Open Water,9.71,44,64,,5.57,172.18,161.45,nan,nan,nan,133.0,166.0,100,31,0,5,35,69
557,2022-01-24,Cricket,7.59,23,148,3444.0,8.57,41.59,148.86,07:015,22:02,07:02,87.5,92.0,83,10,40,10,64,22
558,2022-01-25,Trail Run,6.37,32,419,2790.0,28.88,98.84,60.39,06:48,25:50,06:20,137.0,188.0,86,9,0,80,67,59
559,2022-01-25,Cricket,7.76,120,480,3444.0,33.3,95.9,115.11,07:015,22:02,07:02,91.0,92.0,90,32,40,10,7,22
560,2022-01-25,Outdoor Cycling,1.99,21,461,,2.6,36.4,156.85,nan,nan,nan,142.5,177.0,108,27,45,15,56,79
561,2022-01-25,Treadmill,3.39,117,282,4550.0,27.22,42.58,240.13,07:59,27:58,07:58,95.5,105.0,86,41,26,7,24,98
562,2022-01-25,Walking,1.84,74,275,1571.0,15.13,158.17,333.23,07:58,28:58,07:58,85.5,85.0,86,24,22,0,25,45
563,2022-01-25,Freestyle,2.27,75,17,,9.97,169.65,306.22,nan,nan,nan,115.5,122.0,109,41,28,2,20,18
564,2022-01-25,Indoor Cycling,4.81,87,512,,17.93,111.3,185.14,nan,nan,nan,85.0,90.0,80,45,32,0,65,26
565,2022-01-25,Indoor Cycling,7.85,80,229,,33.53,50.78,182.54,nan,nan,nan,85.5,90.0,81,19,32,0,60,17
566,2022-01-25,Walking,5.65,112,78,1571.0,18.8,113.67,219.78,07:58,28:58,07:58,86.5,85.0,88,36,22,0,48,55
567,2022-01-25,Indoor Cycling,8.77,118,112,,35.78,125.4,201.99,nan,nan,nan,86.0,90.0,82,15,32,0,29,51
568,2022-01-25,Walking,3.61,91,28,1571.0,34.63,166.82,116.5,07:58,28:58,07:58,95.5,85.0,106,8,22,0,35,15
569,2022-01-25,Freestyle,4.51,70,202,,23.58,134.79,180.28,nan,nan,nan,102.0,122.0,82,20,28,2,42,38
570,2022-01-25,Open Water,5.32,75,395,,9.2,111.15,349.39,nan,nan,nan,125.0,166.0,84,16,0,5,57,11
571,2022-01-25,Treadmill,4.42,22,22,4550.0,32.14,141.3,189.1,07:59,27:58,07:58,103.0,105.0,101,35,26,7,55,83
572,2022-01-25,Outdoor Cycling,5.19,95,386,,18.59,44.9,263.95,nan,nan,nan,140.5,177.0,104,19,45,15,6,73
573,2022-01-25,Cricket,3.48,49,123,3444.0,25.39,133.55,286.4,07:015,22:02,07:02,99.5,92.0,107,41,40,10,32,88
574,2022-01-25,Freestyle,3.14,111,402,,22.41,31.93,262.9,nan,nan,nan,106.5,122.0,91,2,28,2,42,23
575,2022-01-25,Trail Run,6.82,66,372,2790.0,7.59,57.19,70.74,06:48,25:50,06:20,137.0,188.0,86,21,0,80,58,30
576,2022-01-25,Cricket,2.33,57,408,3444.0,4.99,39.28,64.12,07:015,22:02,07:02,95.5,92.0,99,34,40,10,13,60
577,2022-01-25,Freestyle,4.5,102,104,,5.45,28.9,252.54,nan,nan,nan,105.5,122.0,89,42,28,2,11,82
578,2022-01-25,Cricket,4.4,75,467,3444.0,6.82,87.82,280.3,07:015,22:02,07:02,91.0,92.0,90,7,40,10,30,32
579,2022-01-25,Outdoor Cycling,8.17,103,79,,7.53,103.36,277.19,nan,nan,nan,129.5,177.0,82,11,45,15,7,4
580,2022-01-25,Outdoor Cycling,8.62,49,386,,16.52,157.84,58.24,nan,nan,nan,140.0,177.0,103,0,45,15,63,74
581,2022-01-25,Walking,8.45,111,318,1571.0,17.32,181.35,337.83,07:58,28:58,07:58,97.5,85.0,110,29,22,0,16,51
582,2022-01-26,Indoor Cycling,2.96,42,335,,28.83,130.54,83.0,nan,nan,nan,96.0,90.0,102,28,32,0,61,90
583,2022-01-26,Pool Swimming,9.26,62,257,,7.0,14.7,177.94,nan,nan,nan,129.5,175.0,84,43,20,15,57,46
584,2022-01-26,Freestyle,8.47,67,99,,1.1,183.58,73.65,nan,nan,nan,104.0,122.0,86,45,28,2,11,82
585,2022-01-26,Outdoor Running,5.13,66,59,7618.0,34.65,73.63,186.55,06:44,27:44,06:15,143.5,190.0,97,45,0,71,26,25
586,2022-01-26,Freestyle,1.14,74,79,,36.72,114.53,190.24,nan,nan,nan,110.5,122.0,99,27,28,2,64,99
587,2022-01-26,Cricket,8.8,39,375,3444.0,29.43,45.16,150.78,07:015,22:02,07:02,101.5,92.0,111,23,40,10,54,28
588,2022-01-26,Cricket,7.66,111,256,3444.0,37.67,141.14,74.82,07:015,22:02,07:02,89.5,92.0,87,2,40,10,13,4
589,2022-01-26,Pool Swimming,8.28,70,37,,2.25,61.7,61.33,nan,nan,nan,140.0,175.0,105,38,20,15,42,60
590,2022-01-26,Freestyle,1.23,29,375,,23.63,25.68,123.83,nan,nan,nan,115.5,122.0,109,8,28,2,43,86
591,2022-01-26,Open Water,5.51,102,17,,7.42,144.84,109.21,nan,nan,nan,123.5,166.0,81,34,0,5,54,65
592,2022-01-26,Freestyle,1.86,92,471,,25.39,108.28,54.34,nan,nan,nan,107.0,122.0,92,39,28,2,44,87
593,2022-01-26,Treadmill,4.37,20,164,4550.0,3.95,151.53,167.77,07:59,27:58,07:58,99.5,105.0,94,10,26,7,63,61
594,2022-01-26,Trekking,7.44,26,17,5028.0,11.15,87.77,293.12,07:55,24:45,07:45,104.0,124.0,84,21,50,0,26,37
595,2022-01-26,Pool Swimming,8.22,59,159,,35.14,178.16,233.75,nan,nan,nan,130.0,175.0,85,24,20,15,12,77
596,2022-01-26,Walking,8.56,88,274,1571.0,27.1,148.54,160.81,07:58,28:58,07:58,86.5,85.0,88,22,22,0,31,20
